코드 번호	회사명	업종 (대)	코드 번호	코드 번호
A002360	SH에너지화학	화학	KS	2360
A306620	네온테크	반도체 관련장비 및 부품	KQ	306620
A041510	에스엠	미디어 및 엔터	KQ	41510
A245620	EDGC	의료기기 및 용품	KQ	245620
A091990	셀트리온헬스케어	제약 및 바이오	KQ	91990
A041190	우리기술투자	금융	KQ	41190
A010950	S-OIL	석유 및 가스	KS	10950
A253840	수젠텍	의료기기 및 용품	KQ	253840
A003000	부광약품	제약 및 바이오	KS	3000
A012330	현대모비스	자동차 및 관련부품	KS	12330
A377300	카카오페이	IT서비스	KS	377300
A001470	삼부토건	건설 및 건축자재	KS	1470
A128660	피제이메탈	철강 및 비철강	KQ	128660
A000220	유유제약	제약 및 바이오	KS	220
A207940	삼성바이오로직스	제약 및 바이오	KS	207940
A024740	한일단조	자동차 및 관련부품	KQ	24740
A001780	알루코	철강 및 비철강	KS	1780
A251120	바이오에프디엔씨	제약 및 바이오	KQ	251120
A104200	NHN벅스	미디어 및 엔터	KQ	104200
A034220	LG디스플레이	디스플레이 장비 및 부품	KS	34220
A256840	한국비엔씨	의료기기 및 용품	KQ	256840
A015760	한국전력	유틸리티	KS	15760
A361610	SK아이이테크놀로지	IT 장비 및 소재	KS	361610
A025820	이구산업	철강 및 비철강	KS	25820
A096530	씨젠	의료기기 및 용품	KQ	96530
A276730	제주맥주	식음료	KQ	276730
A222800	심텍	IT 장비 및 소재	KQ	222800
A370090	퓨런티어	IT 장비 및 소재	KQ	370090
A090430	아모레퍼시픽	가정용품	KS	90430
A136410	아셈스	화학	KQ	136410
A377330	이지트로닉스	IT 장비 및 소재	KQ	377330
A024060	흥구석유	석유 및 가스	KQ	24060
A064260	다날	IT서비스	KQ	64260
A263750	펄어비스	미디어 및 엔터	KQ	263750
A041140	넥슨지티	미디어 및 엔터	KQ	41140
A142280	녹십자엠에스	의료기기 및 용품	KQ	142280
A376930	노을	의료기기 및 용품	KQ	376930
A051900	LG생활건강	가정용품	KS	51900
A037440	희림	건설 및 건축자재	KQ	37440
A006910	보성파워텍	기계	KQ	6910
A055550	신한지주	지주사	KS	55550
A003490	대한항공	운송 및 물류	KS	3490
A086520	에코프로	IT 장비 및 소재	KQ	86520
A028670	팬오션	운송 및 물류	KS	28670
A136510	에디슨EV	디스플레이 장비 및 부품	KQ	136510
A000990	DB하이텍	반도체 관련장비 및 부품	KS	990
A063080	컴투스홀딩스	미디어 및 엔터	KQ	63080
A316140	우리금융지주	금융	KS	316140
A056090	유앤아이	의료기기 및 용품	KQ	56090
A276040	스코넥	IT서비스	KQ	276040
A086790	하나금융지주	지주사	KS	86790
A035080	인터파크	지주사	KQ	35080
A065450	빅텍	기계	KQ	65450
A052690	한전기술	건설 및 건축자재	KS	52690
A302440	SK바이오사이언스	제약 및 바이오	KS	302440
A121800	비덴트	전기 및 전자기기	KQ	121800
A057880	피에이치씨	가정용품	KQ	57880
A068270	셀트리온	제약 및 바이오	KS	68270
A010820	퍼스텍	기계	KS	10820
A146320	비씨엔씨	반도체 관련장비 및 부품	KQ	146320
A009150	삼성전기	IT 장비 및 소재	KS	9150
A003220	대원제약	제약 및 바이오	KS	3220
A352820	하이브	미디어 및 엔터	KS	352820
A293490	카카오게임즈	IT서비스	KQ	293490
A000440	중앙에너비스	석유 및 가스	KQ	440
A005490	POSCO	철강 및 비철강	KS	5490
A105560	KB금융	금융	KS	105560
A402340	SK스퀘어	통신	KS	402340
A066970	엘앤에프	IT 장비 및 소재	KQ	66970
A096770	SK이노베이션	석유 및 가스	KS	96770
A215100	로보로보	일반서비스	KQ	215100
A259960	크래프톤	미디어 및 엔터	KS	259960
A066570	LG전자	전기 및 전자기기	KS	66570
A019170	신풍제약	제약 및 바이오	KS	19170
A218150	미래생명자원	식음료	KQ	218150
A000270	기아	자동차 및 관련부품	KS	270
A323410	카카오뱅크	금융	KS	323410
A247540	에코프로비엠	IT 장비 및 소재	KQ	247540
A371950	풍원정밀	디스플레이 장비 및 부품	KQ	371950
A027710	팜스토리	식음료	KQ	27710
A036570	엔씨소프트	미디어 및 엔터	KS	36570
A011070	LG이노텍	IT 장비 및 소재	KS	11070
A004090	한국석유	건설 및 건축자재	KS	4090
A048410	현대바이오	제약 및 바이오	KQ	48410
A117580	대성에너지	유틸리티	KS	117580
A035420	NAVER	IT서비스	KS	35420
A006400	삼성SDI	IT 장비 및 소재	KS	6400
A034020	두산중공업	기계	KS	34020
A005380	현대차	자동차 및 관련부품	KS	5380
A205470	휴마시스	의료기기 및 용품	KQ	205470
A112040	위메이드	미디어 및 엔터	KQ	112040
A137310	에스디바이오센서	의료기기 및 용품	KS	137310
A053050	지에스이	유틸리티	KQ	53050
A051910	LG화학	화학	KS	51910
A035720	카카오	IT서비스	KS	35720
A011200	HMM	운송 및 물류	KS	11200
A249420	일동제약	제약 및 바이오	KS	249420
A000660	SK하이닉스	반도체 관련장비 및 부품	KS	660
A373220	LG에너지솔루션	IT 장비 및 소재	KS	373220
A005930	삼성전자	반도체 관련장비 및 부품	KS	5930
